date,week_number,month,quarter,year,store_id,product_id,sales_channel,revenue_usd,units_sold,deals_closed,avg_deal_size,is_holiday,promotion_active,marketing_spend_usd,competitor_promo,customer_inquiries,followups_sent,conversion_rate,lead_score,revenue_next_period
2023-02-28,9,2,1,2023,S2,P10,Partner,677.36,27,8,84.67,0,0,665.590642677099,0,34,18,0.26802750923301866,98,927.78
2023-02-28,9,2,1,2023,S3,P8,Partner,927.78,30,14,66.27,0,1,784.7746081791187,0,42,36,0.3782054471989721,70,289.24
2023-02-28,9,2,1,2023,S1,P4,Partner,289.24,12,13,22.24923076923077,0,0,189.00175598408526,1,14,10,0.39795132495821317,73,551.94
2023-02-28,9,2,1,2023,S4,P3,In-store,551.94,18,7,78.84857142857143,0,0,490.4004469664383,0,30,23,0.35918644660285326,52,621.82
2023-02-28,9,2,1,2023,S2,P7,In-store,621.82,33,6,103.63666666666667,0,0,555.7570341872132,1,35,30,0.25877150097313306,87,530.54
2023-02-28,9,2,1,2023,S4,P1,In-store,530.54,14,8,66.3175,0,0,381.96311332330293,0,25,19,0.23336134194775,75,781.88
2023-02-28,9,2,1,2023,S4,P5,Partner,781.88,31,16,48.8675,0,0,794.6023170564665,0,28,22,0.390212819679691,76,836.26
2023-02-28,9,2,1,2023,S2,P2,Online,836.26,24,17,49.19176470588235,0,1,908.3990115186125,0,40,22,0.23312781333410068,51,1134.61
2023-02-28,9,2,1,2023,S1,P9,Online,1134.61,79,6,189.10166666666666,1,1,722.7830126291659,0,18,14,0.37819448772253683,77,762.0
2023-02-28,9,2,1,2023,S1,P9,Online,762.0,15,5,152.4,0,0,733.522083515297,0,23,15,0.11885724624171429,78,548.0
2023-02-28,9,2,1,2023,S5,P2,Partner,548.0,23,8,68.5,0,0,120.61194531842108,0,25,22,0.32601643447595074,82,627.92
2023-02-28,9,2,1,2023,S2,P3,Online,627.92,46,18,34.88444444444444,0,0,794.4023420337576,1,49,26,0.34436108825877776,94,816.4
2023-03-01,9,3,1,2023,S2,P4,Partner,816.4,33,19,42.96842105263158,0,1,795.4739096498548,0,31,15,0.19375888627850885,56,619.36
2023-03-01,9,3,1,2023,S3,P2,Partner,619.36,34,7,88.48,0,0,808.6449812962043,0,19,17,0.2712325053898911,50,494.95
2023-03-01,9,3,1,2023,S3,P5,Partner,494.95,11,16,30.934375,0,0,196.82960013988694,1,24,18,0.1639860753846793,57,707.14
2023-03-01,9,3,1,2023,S2,P10,In-store,707.14,31,19,37.217894736842105,0,0,887.4085006970181,0,13,7,0.1996120211986897,59,470.78
2023-03-02,9,3,1,2023,S4,P7,In-store,470.78,10,6,78.46333333333332,0,0,130.68612806794323,0,22,14,0.10934072137917088,55,438.71
2023-03-02,9,3,1,2023,S1,P1,In-store,438.71,15,9,48.745555555555555,0,0,462.0800768670977,0,26,21,0.3838471365366828,54,497.06
2023-03-02,9,3,1,2023,S3,P3,In-store,497.06,15,10,49.706,0,0,446.45579553569246,0,35,21,0.1582979061621323,90,686.72
2023-03-02,9,3,1,2023,S4,P8,In-store,686.72,28,6,114.45333333333333,0,0,770.6364881741072,0,48,26,0.15572771686186304,74,400.89
2023-03-02,9,3,1,2023,S1,P7,Partner,400.89,14,15,26.726,0,0,260.5242022199259,1,32,21,0.24814947709608043,78,846.95
2023-03-02,9,3,1,2023,S2,P8,Partner,846.95,19,8,105.86875,0,1,694.4791738928375,0,16,10,0.3780122513017272,64,718.49
2023-03-02,9,3,1,2023,S2,P6,Partner,718.49,17,16,44.905625,1,0,624.5319458911854,1,45,29,0.23988227216026714,82,796.78
2023-03-02,9,3,1,2023,S2,P1,In-store,796.78,26,6,132.79666666666665,0,0,982.7144248731263,1,13,10,0.2336358789202864,81,606.71
2023-03-03,9,3,1,2023,S3,P1,In-store,606.71,33,16,37.919375,0,0,565.5641339370278,0,31,16,0.2727357588323235,60,415.98
2023-03-03,9,3,1,2023,S3,P10,In-store,415.98,11,13,31.99846153846154,0,0,393.23609119511485,0,19,15,0.2182570260292399,84,341.68
2023-03-03,9,3,1,2023,S3,P4,Online,341.68,21,16,21.355,0,1,148.91328851379134,0,40,29,0.37862902636164775,67,627.31
2023-03-03,9,3,1,2023,S2,P6,Online,627.31,47,11,57.028181818181814,0,1,106.33862316172767,0,23,17,0.17103927563685406,57,599.22
2023-03-03,9,3,1,2023,S5,P7,Partner,599.22,18,14,42.80142857142857,0,0,619.9260289211395,0,38,23,0.19282810935978728,68,827.09
2023-03-03,9,3,1,2023,S5,P6,Partner,827.09,66,11,75.19,1,0,196.12063360212727,0,26,16,0.30220526046519025,64,776.69
2023-03-03,9,3,1,2023,S3,P3,Online,776.69,26,7,110.9557142857143,0,1,569.438163627641,1,38,24,0.3717602517793259,95,760.6
2023-03-03,9,3,1,2023,S1,P3,In-store,760.6,35,15,50.70666666666667,0,0,843.3259365844274,0,45,37,0.1189420878782174,64,935.49
2023-03-03,9,3,1,2023,S4,P9,In-store,935.49,38,16,58.468125,0,0,962.6873471948785,0,23,17,0.24475628489279277,96,617.27
2023-03-04,9,3,1,2023,S4,P4,Online,617.27,16,18,34.29277777777778,0,0,798.0083546207326,0,39,29,0.1038810676826068,58,672.77
2023-03-04,9,3,1,2023,S1,P7,In-store,672.77,35,16,42.048125,0,0,500.1161509624857,0,14,8,0.2108062390268297,81,575.76
2023-03-04,9,3,1,2023,S3,P4,Online,575.76,18,18,31.986666666666665,0,0,369.70181545734175,1,33,25,0.300019458957277,70,466.78
2023-03-04,9,3,1,2023,S5,P9,Partner,466.78,10,10,46.678,0,0,300.8419555626339,0,49,44,0.3225543986241646,55,664.46
2023-03-04,9,3,1,2023,S2,P10,Online,664.46,26,14,47.46142857142858,0,0,645.4726997519417,0,25,16,0.1255729411237195,50,967.52
2023-03-04,9,3,1,2023,S2,P7,In-store,967.52,65,5,193.504,1,1,236.20713282237972,0,47,29,0.16404537510959055,67,808.52
2023-03-04,9,3,1,2023,S4,P4,Online,808.52,22,13,62.19384615384615,0,1,848.6584953262903,0,10,8,0.14810977297147224,85,677.67
2023-03-05,9,3,1,2023,S4,P5,In-store,677.67,19,10,67.767,0,0,886.7532895083932,0,13,11,0.19116627039124656,51,778.34
2023-03-05,9,3,1,2023,S4,P6,Online,778.34,50,15,51.88933333333333,0,1,549.5818579696362,0,11,5,0.1974078569800049,88,785.96
2023-03-05,9,3,1,2023,S5,P6,Online,785.96,21,10,78.596,0,0,810.186500483881,0,20,15,0.3509135732231199,80,493.95
2023-03-05,9,3,1,2023,S2,P3,In-store,493.95,23,14,35.28214285714286,0,0,306.4291993339051,0,41,23,0.1441826690656273,52,673.06
2023-03-05,9,3,1,2023,S1,P9,Partner,673.06,45,8,84.1325,0,0,628.40001435223,0,25,17,0.37184819035956806,73,646.95
2023-03-05,9,3,1,2023,S1,P8,In-store,646.95,14,10,64.69500000000001,0,0,694.5004401410907,1,10,5,0.19442460983753887,74,443.04
2023-03-05,9,3,1,2023,S5,P10,Online,443.04,26,10,44.304,0,1,207.97777734337,0,44,36,0.24866133242323332,55,844.84
2023-03-05,9,3,1,2023,S2,P3,In-store,844.84,27,13,64.98769230769231,0,0,829.1139715107632,0,23,14,0.3391973390200752,71,801.31
2023-03-05,9,3,1,2023,S1,P2,In-store,801.31,24,6,133.55166666666665,0,0,729.379652889242,0,28,16,0.2625103319495855,94,661.35
2023-03-06,10,3,1,2023,S2,P5,Partner,661.35,32,18,36.74166666666667,0,0,537.784065434957,1,31,18,0.21045002740704086,70,724.13
2023-03-06,10,3,1,2023,S1,P6,Online,724.13,56,14,51.723571428571425,0,0,683.0985242559628,0,45,23,0.1820332690204586,80,735.4
2023-03-06,10,3,1,2023,S4,P5,In-store,735.4,18,8,91.925,0,0,591.4965328256687,0,34,18,0.3399827695119598,74,378.56
2023-03-06,10,3,1,2023,S5,P9,Online,378.56,10,12,31.546666666666667,0,1,315.01422610081886,1,28,21,0.2651839893955431,96,415.62
2023-03-06,10,3,1,2023,S3,P4,Online,415.62,16,11,37.78363636363636,0,0,330.1310171153982,0,17,9,0.271523941914558,83,492.94
2023-03-06,10,3,1,2023,S5,P7,In-store,492.94,16,15,32.86266666666667,0,1,222.88444960393235,0,45,30,0.31019224017285785,70,710.17
2023-03-06,10,3,1,2023,S2,P3,Partner,710.17,17,9,78.90777777777777,0,1,443.66031903107415,0,23,13,0.32312104448573375,84,599.19
2023-03-06,10,3,1,2023,S1,P4,In-store,599.19,20,9,66.57666666666667,0,0,499.6407230018329,1,38,31,0.1235065841642904,98,434.38
2023-03-07,10,3,1,2023,S5,P5,Partner,434.38,18,14,31.027142857142856,0,0,441.96051263266764,0,10,7,0.39619466475958864,66,794.02
2023-03-07,10,3,1,2023,S2,P5,Online,794.02,53,18,44.11222222222222,0,1,908.0828099446242,0,37,23,0.17634476498800647,52,698.05
2023-03-07,10,3,1,2023,S4,P5,Online,698.05,25,12,58.17083333333333,0,0,813.7648299911117,1,19,11,0.30375923660568394,80,686.83
2023-03-07,10,3,1,2023,S4,P1,Online,686.83,42,17,40.40176470588236,0,1,486.5031073708323,0,24,15,0.30816296059648485,63,671.85
2023-03-07,10,3,1,2023,S1,P9,Partner,671.85,45,8,83.98125,0,0,751.2108132577958,0,43,25,0.25384448623198197,71,434.9
2023-03-08,10,3,1,2023,S3,P4,Online,434.9,12,19,22.889473684210525,0,1,270.4669156271112,1,23,13,0.22297433511212778,85,752.53
2023-03-08,10,3,1,2023,S1,P5,In-store,752.53,21,5,150.506,0,1,822.8117495611348,1,13,7,0.10004732337341703,58,879.29
2023-03-08,10,3,1,2023,S2,P9,Partner,879.29,20,14,62.80642857142857,0,0,984.0685926883774,1,47,25,0.18144530404573378,78,840.81
2023-03-08,10,3,1,2023,S4,P2,In-store,840.81,83,17,49.45941176470588,0,1,466.2747186708375,0,21,15,0.37221404941385416,68,622.65
2023-03-08,10,3,1,2023,S1,P4,Online,622.65,17,13,47.896153846153844,0,0,331.1363328759344,0,38,23,0.2911170684708465,82,617.93
2023-03-08,10,3,1,2023,S5,P3,In-store,617.93,27,16,38.620625,0,0,535.2337432938962,0,32,20,0.30167888197976983,84,898.68
2023-03-08,10,3,1,2023,S3,P8,In-store,898.68,21,10,89.868,0,1,580.1149827786894,0,42,32,0.3335715817152254,82,792.67
2023-03-08,10,3,1,2023,S2,P5,Partner,792.67,20,15,52.84466666666666,1,1,828.5591659661899,1,47,38,0.10383918507426076,61,791.43
2023-03-08,10,3,1,2023,S3,P1,Online,791.43,39,10,79.143,0,1,915.5005763019918,0,22,13,0.23490395526554722,86,687.63
2023-03-08,10,3,1,2023,S4,P1,In-store,687.63,21,10,68.763,0,1,466.38276054221774,0,33,17,0.31644312482020515,91,608.27
2023-03-08,10,3,1,2023,S3,P1,Online,608.27,54,16,38.016875,0,0,575.2642705631243,0,34,30,0.286086102846553,62,651.66
2023-03-09,10,3,1,2023,S2,P7,In-store,651.66,27,19,34.2978947368421,0,0,945.4884643898168,1,16,13,0.3143750413631381,61,646.05
2023-03-09,10,3,1,2023,S5,P8,Partner,646.05,63,7,92.29285714285713,0,1,529.2603259818516,0,33,20,0.19890336861560126,73,576.38
2023-03-09,10,3,1,2023,S4,P7,Partner,576.38,13,17,33.90470588235294,0,1,306.38911715891953,0,30,22,0.3554279183245018,62,572.21
2023-03-09,10,3,1,2023,S2,P3,In-store,572.21,28,15,38.147333333333336,0,0,453.674964671243,1,47,36,0.25452404648663285,87,708.86
2023-03-09,10,3,1,2023,S3,P6,Online,708.86,14,5,141.772,0,0,933.0972186888023,0,13,10,0.28541124416853236,58,551.46
2023-03-09,10,3,1,2023,S5,P6,In-store,551.46,27,13,42.42,0,0,231.85300645487672,0,42,28,0.2265044940558683,62,746.81
2023-03-09,10,3,1,2023,S1,P9,Online,746.81,29,17,43.93,0,1,841.6893606701564,0,39,22,0.3597122816575108,76,383.5
2023-03-10,10,3,1,2023,S1,P8,In-store,383.5,9,9,42.611111111111114,0,1,227.04942987732673,0,12,8,0.14996367657814041,83,860.58
2023-03-10,10,3,1,2023,S1,P10,Online,860.58,66,10,86.058,0,1,481.0027982197435,0,36,21,0.19720838669015442,51,751.53
2023-03-10,10,3,1,2023,S5,P4,Partner,751.53,21,17,44.207647058823525,0,1,423.2475447705578,0,31,20,0.24035140393741453,99,576.3
2023-03-10,10,3,1,2023,S4,P10,In-store,576.3,33,5,115.25999999999999,0,0,377.0934157544078,0,15,10,0.29645170296013046,98,404.01
2023-03-10,10,3,1,2023,S1,P5,In-store,404.01,24,14,28.857857142857142,0,0,350.6342104385102,0,40,33,0.18529590609348745,70,351.26
2023-03-10,10,3,1,2023,S3,P8,Online,351.26,16,11,31.932727272727274,0,1,262.53658711425123,1,36,18,0.11574765518590897,99,449.01
2023-03-10,10,3,1,2023,S3,P9,Online,449.01,9,12,37.4175,0,1,337.90929637435727,0,23,17,0.30623221823885227,88,593.97
2023-03-10,10,3,1,2023,S4,P1,Partner,593.97,46,12,49.4975,0,0,744.691049256414,0,26,22,0.3212525078377021,80,718.87
2023-03-10,10,3,1,2023,S2,P8,In-store,718.87,18,8,89.85875,0,1,280.20154636657594,0,18,10,0.22144965875495054,69,677.84
2023-03-10,10,3,1,2023,S4,P10,Partner,677.84,17,13,52.14153846153847,0,0,434.8111970313729,0,30,23,0.15770574181970687,60,910.33
2023-03-10,10,3,1,2023,S2,P6,Online,910.33,47,12,75.86083333333333,0,1,899.5996645829226,0,48,40,0.11685183967066352,73,875.5
2023-03-11,10,3,1,2023,S1,P1,Online,875.5,21,17,51.5,0,0,989.8079888312146,0,43,33,0.3149107165342131,65,784.35
2023-03-11,10,3,1,2023,S3,P8,In-store,784.35,19,6,130.725,1,0,124.7997000526895,0,28,20,0.21659431694745956,89,662.33
2023-03-11,10,3,1,2023,S1,P10,Online,662.33,24,9,73.59222222222223,0,1,487.2056530618739,0,40,25,0.3201579610616696,65,677.07
2023-03-11,10,3,1,2023,S3,P4,In-store,677.07,13,9,75.23,0,0,549.3391071838753,0,19,11,0.2774118310004217,73,798.21
2023-03-11,10,3,1,2023,S2,P4,In-store,798.21,32,5,159.642,0,0,645.179772825151,0,23,15,0.23303675091457127,96,806.09
2023-03-11,10,3,1,2023,S4,P5,Partner,806.09,18,13,62.00692307692308,0,1,923.1239505663897,0,38,22,0.39193866374369235,94,541.08
2023-03-11,10,3,1,2023,S4,P8,In-store,541.08,15,9,60.120000000000005,0,1,312.396396254049,0,34,29,0.25872536920226474,75,705.92
2023-03-11,10,3,1,2023,S4,P9,Online,705.92,53,8,88.24,0,0,690.7472734462905,0,38,34,0.10900639964472157,58,564.13
2023-03-11,10,3,1,2023,S4,P7,Online,564.13,12,6,94.02166666666666,0,0,301.62632409266416,0,45,36,0.39570582216209416,97,462.66
2023-03-11,10,3,1,2023,S4,P8,Partner,462.66,20,13,35.589230769230774,0,1,159.63407475482052,0,38,19,0.19922748616013303,89,575.32
2023-03-12,10,3,1,2023,S1,P3,Online,575.32,28,18,31.962222222222223,0,0,574.851098222544,0,31,25,0.12422772698268647,96,726.93
2023-03-12,10,3,1,2023,S4,P7,Partner,726.93,52,12,60.57749999999999,0,0,622.0346391108302,0,31,19,0.32927326636594356,98,732.61
2023-03-12,10,3,1,2023,S5,P7,Online,732.61,33,8,91.57625,0,1,401.51148376154543,0,30,21,0.2314981122637178,81,375.95
2023-03-12,10,3,1,2023,S3,P2,Partner,375.95,8,14,26.853571428571428,0,0,189.07176106783612,0,36,32,0.393920300432158,99,372.53
2023-03-12,10,3,1,2023,S1,P6,Online,372.53,12,15,24.83533333333333,0,0,144.2142045026671,0,41,26,0.3897981227224979,51,668.71
2023-03-12,10,3,1,2023,S5,P2,Partner,668.71,15,18,37.150555555555556,0,0,569.4395616920094,1,48,24,0.22834703699147502,57,673.97
2023-03-12,10,3,1,2023,S4,P6,Online,673.97,40,7,96.28142857142858,0,0,601.8781540088428,0,43,27,0.22027081677373783,94,602.12
2023-03-12,10,3,1,2023,S3,P9,Online,602.12,15,17,35.41882352941177,0,0,681.6965009474258,0,43,30,0.22032028826684233,90,596.78
2023-03-12,10,3,1,2023,S5,P4,Partner,596.78,12,12,49.73166666666666,0,0,483.4325464656055,0,24,21,0.26822412336212953,98,974.54
2023-03-13,11,3,1,2023,S1,P1,Partner,974.54,28,17,57.32588235294117,0,1,986.3216630953706,1,38,25,0.36853982418821796,73,836.86
2023-03-13,11,3,1,2023,S2,P9,In-store,836.86,36,5,167.372,1,0,384.461010967708,0,43,32,0.11392158668829988,74,1013.65
2023-03-13,11,3,1,2023,S3,P5,In-store,1013.65,21,17,59.62647058823529,0,1,862.5693101015805,0,19,12,0.31783372521833075,56,738.57
2023-03-13,11,3,1,2023,S2,P10,Online,738.57,16,5,147.714,0,1,765.7041348546711,0,21,15,0.12921017102257598,90,474.15
2023-03-13,11,3,1,2023,S5,P10,In-store,474.15,12,13,36.473076923076924,0,0,338.3796320322143,0,33,17,0.34150530797038836,66,538.3
2023-03-13,11,3,1,2023,S3,P1,Partner,538.3,27,17,31.664705882352937,0,0,212.9376671192356,0,30,21,0.3787434151635063,55,659.97
2023-03-13,11,3,1,2023,S3,P2,Partner,659.97,58,5,131.994,0,1,414.3853884922984,0,37,23,0.36115763210597784,70,546.2
2023-03-13,11,3,1,2023,S3,P3,In-store,546.2,22,14,39.01428571428572,1,0,477.1672148128969,0,38,26,0.2009231641549808,68,801.85
2023-03-13,11,3,1,2023,S1,P5,Partner,801.85,24,18,44.547222222222224,1,0,820.0638718292436,0,48,35,0.30636523296397455,97,1133.54
2023-03-14,11,3,1,2023,S2,P5,In-store,1133.54,33,9,125.94888888888889,0,1,979.6920982019182,0,17,9,0.24786375386322515,61,398.92
2023-03-14,11,3,1,2023,S2,P4,Partner,398.92,12,10,39.892,0,0,150.6474893001167,0,38,27,0.25452531285153557,68,775.58
2023-03-14,11,3,1,2023,S1,P7,In-store,775.58,17,10,77.558,0,1,698.7532539309036,0,46,34,0.22905818638037972,71,620.38
2023-03-14,11,3,1,2023,S2,P5,Online,620.38,14,11,56.39818181818182,0,1,219.86241643437654,0,41,32,0.36622838634942767,52,480.74
2023-03-14,11,3,1,2023,S3,P6,In-store,480.74,15,7,68.67714285714285,0,0,163.02469464987473,0,25,16,0.34849787382782377,87,369.82
2023-03-14,11,3,1,2023,S3,P6,Partner,369.82,9,12,30.81833333333333,0,1,211.63914931092788,0,27,14,0.21149014377182437,74,785.6
2023-03-14,11,3,1,2023,S2,P1,Partner,785.6,33,10,78.56,0,0,737.0786827024949,0,10,6,0.3181521178726459,97,875.33
2023-03-14,11,3,1,2023,S1,P3,Online,875.33,19,15,58.355333333333334,0,1,792.795076647027,0,27,19,0.27336312443227273,80,738.98
2023-03-14,11,3,1,2023,S5,P2,Partner,738.98,18,7,105.56857142857143,0,1,930.0930203988396,0,44,22,0.26319207369294384,52,351.83
2023-03-14,11,3,1,2023,S5,P1,Online,351.83,7,6,58.63833333333333,1,0,194.4303807471793,1,32,18,0.16184167546311912,90,521.28
2023-03-15,11,3,1,2023,S2,P10,Partner,521.28,18,18,28.959999999999997,0,0,542.1456262940246,0,22,18,0.2552003495438486,53,461.62
2023-03-15,11,3,1,2023,S2,P8,Partner,461.62,18,14,32.972857142857144,0,0,184.80309110642412,0,20,11,0.22345160059658048,79,410.92
2023-03-15,11,3,1,2023,S3,P9,Online,410.92,25,15,27.39466666666667,0,0,254.61019852999013,0,43,28,0.34533870429382574,71,506.37
2023-03-15,11,3,1,2023,S1,P5,Partner,506.37,26,13,38.95153846153846,0,0,286.3513750447296,0,11,7,0.17366518778334733,73,560.56
2023-03-15,11,3,1,2023,S3,P7,Online,560.56,11,14,40.04,0,0,649.5784758294803,0,18,15,0.312141255380706,92,700.9
2023-03-16,11,3,1,2023,S1,P7,In-store,700.9,21,13,53.91538461538461,0,0,811.0133574038938,0,35,28,0.24001842813038515,82,697.38
2023-03-16,11,3,1,2023,S2,P3,Partner,697.38,27,5,139.476,0,1,682.588426078389,0,25,22,0.2781563094117403,96,478.19
2023-03-16,11,3,1,2023,S1,P8,In-store,478.19,12,9,53.132222222222225,0,0,469.1347478997758,0,29,16,0.3453097935542818,77,717.46
2023-03-16,11,3,1,2023,S2,P2,Partner,717.46,14,11,65.22363636363637,0,0,536.8104074209763,0,28,17,0.2809976696933796,77,675.95
2023-03-16,11,3,1,2023,S5,P1,Online,675.95,18,12,56.32916666666667,0,0,692.2833048457011,0,45,36,0.28880876916103526,82,411.86
2023-03-16,11,3,1,2023,S2,P2,In-store,411.86,21,16,25.74125,0,0,173.26878852423198,1,47,24,0.21205663110386863,86,374.19
2023-03-16,11,3,1,2023,S2,P9,Partner,374.19,17,8,46.77375,0,0,354.38946780471775,1,11,6,0.11689890118917315,91,649.36
2023-03-16,11,3,1,2023,S5,P9,In-store,649.36,38,10,64.936,0,0,698.5808055793044,0,34,23,0.3321624433185991,87,640.28
2023-03-16,11,3,1,2023,S4,P5,Partner,640.28,14,12,53.35666666666666,1,0,473.4583585049067,1,46,27,0.19441847211874452,70,935.44
2023-03-16,11,3,1,2023,S3,P1,Partner,935.44,19,12,77.95333333333333,0,0,936.9006114093049,0,40,22,0.14395760238682093,60,344.56
2023-03-16,11,3,1,2023,S2,P10,Online,344.56,28,15,22.970666666666666,0,0,216.32292459030347,1,22,18,0.29076235819930213,71,444.98
2023-03-16,11,3,1,2023,S1,P7,Online,444.98,12,13,34.22923076923077,0,0,304.3286508540418,1,21,18,0.24644678682619273,83,429.05
2023-03-17,11,3,1,2023,S5,P8,Partner,429.05,32,17,25.238235294117647,0,0,299.4963653955715,0,38,26,0.3251882133669337,55,724.45
2023-03-17,11,3,1,2023,S2,P6,Online,724.45,43,6,120.74166666666667,0,0,710.9904091515369,0,35,30,0.30645233101667907,59,528.34
2023-03-17,11,3,1,2023,S4,P4,Online,528.34,10,9,58.70444444444445,0,0,267.2488500088083,1,42,23,0.19483146638226873,93,477.13
2023-03-17,11,3,1,2023,S5,P2,Partner,477.13,21,15,31.808666666666667,0,0,240.91874457317704,0,38,25,0.32385678773929416,80,695.28
2023-03-17,11,3,1,2023,S1,P6,In-store,695.28,22,13,53.48307692307692,0,0,947.1137538091479,0,22,11,0.3473542140690502,75,876.06
2023-03-17,11,3,1,2023,S5,P5,Online,876.06,33,9,97.33999999999999,1,1,339.14748612626204,1,41,23,0.34358682692239223,92,845.39
2023-03-17,11,3,1,2023,S4,P2,In-store,845.39,31,10,84.539,0,1,412.96137018725386,0,21,11,0.39855439774849777,88,450.51
2023-03-17,11,3,1,2023,S2,P9,In-store,450.51,41,12,37.5425,0,0,325.40003159821947,1,21,17,0.25059076618826004,98,735.51
2023-03-17,11,3,1,2023,S3,P4,Partner,735.51,41,16,45.969375,0,0,533.5812182104088,0,19,12,0.2758662134581736,73,407.76
2023-03-17,11,3,1,2023,S1,P10,In-store,407.76,34,16,25.485,0,0,148.11284134433635,0,11,7,0.19301020720373502,58,725.09
2023-03-17,11,3,1,2023,S3,P2,Online,725.09,32,9,80.56555555555556,0,0,584.2937239624041,0,42,24,0.16328217519016164,54,761.17
2023-03-18,11,3,1,2023,S1,P3,In-store,761.17,41,18,42.28722222222222,0,1,795.273780846335,0,20,10,0.3896166110990289,79,706.38
2023-03-18,11,3,1,2023,S2,P3,Partner,706.38,15,5,141.276,0,0,446.9932012063626,0,14,8,0.23635236702114445,72,432.69
2023-03-18,11,3,1,2023,S1,P10,Partner,432.69,27,5,86.538,0,0,119.08724556827376,0,12,6,0.19413075747634417,67,1015.33
2023-03-18,11,3,1,2023,S3,P10,Partner,1015.33,39,10,101.533,0,1,737.6161131094267,0,17,10,0.18456901368521483,83,596.84
2023-03-18,11,3,1,2023,S1,P6,In-store,596.84,19,15,39.78933333333334,0,0,628.9916163454807,1,13,10,0.15436348521136223,50,610.68
2023-03-18,11,3,1,2023,S3,P8,Online,610.68,23,8,76.335,0,0,367.5220720704507,0,42,23,0.242200804364433,98,503.19
2023-03-18,11,3,1,2023,S5,P9,Online,503.19,20,9,55.91,0,0,356.39977501275496,0,45,33,0.2700002361250494,73,584.21
2023-03-19,11,3,1,2023,S2,P2,Online,584.21,21,10,58.42100000000001,0,0,240.17646057897682,0,28,14,0.24939289077621798,57,1090.17
2023-03-19,11,3,1,2023,S1,P9,Online,1090.17,59,9,121.13000000000001,1,0,813.9037931821332,0,31,26,0.10754814696587267,77,756.77
2023-03-19,11,3,1,2023,S5,P5,Online,756.77,27,19,39.83,0,1,520.9485543740358,0,28,22,0.10315396736249605,63,623.58
2023-03-19,11,3,1,2023,S1,P6,In-store,623.58,28,16,38.97375,1,0,370.6201608643992,1,22,11,0.3081976325167827,96,418.61
2023-03-19,11,3,1,2023,S4,P9,Partner,418.61,36,16,26.163125,0,0,204.045049550361,0,30,23,0.39722464281796566,97,623.18
2023-03-19,11,3,1,2023,S5,P9,Online,623.18,23,14,44.512857142857136,0,0,539.7274473002371,1,31,20,0.14481384359134794,94,499.95
2023-03-19,11,3,1,2023,S3,P7,In-store,499.95,47,13,38.457692307692305,0,1,105.87286938599829,0,22,14,0.17112111735225344,59,382.89
2023-03-19,11,3,1,2023,S2,P3,Online,382.89,17,18,21.271666666666665,0,0,441.17805074396693,1,10,5,0.12324618704072486,77,862.07
2023-03-19,11,3,1,2023,S4,P10,In-store,862.07,33,10,86.20700000000001,0,0,801.2495777735854,0,38,33,0.26065232660458615,68,551.3
2023-03-19,11,3,1,2023,S3,P2,Online,551.3,15,9,61.25555555555555,0,0,197.33951311602107,0,49,33,0.3563642179606541,55,540.49
2023-03-19,11,3,1,2023,S2,P1,Partner,540.49,46,14,38.60642857142857,0,0,305.7148692891192,0,43,34,0.21086346777349313,61,607.65
2023-03-19,11,3,1,2023,S2,P8,In-store,607.65,21,13,46.74230769230769,0,0,356.20695275213586,0,12,8,0.29582792679283765,89,518.55
2023-03-20,12,3,1,2023,S1,P4,Partner,518.55,36,11,47.14090909090908,0,0,541.2663503190195,1,12,6,0.13106445182139484,69,687.72
2023-03-20,12,3,1,2023,S5,P8,In-store,687.72,14,12,57.31,0,0,899.3063700406323,1,22,18,0.3534614043265687,60,698.5
2023-03-20,12,3,1,2023,S5,P2,Online,698.5,44,19,36.76315789473684,0,0,787.0645984224201,0,22,11,0.3850070259032766,88,823.78
2023-03-20,12,3,1,2023,S2,P5,Partner,823.78,22,11,74.88909090909091,0,0,785.0903636489265,0,31,20,0.33283899178431964,99,778.61
2023-03-20,12,3,1,2023,S1,P8,Partner,778.61,31,19,40.979473684210525,0,0,883.4899518111963,0,33,19,0.16660145057574322,51,636.91
2023-03-20,12,3,1,2023,S5,P3,Partner,636.91,40,12,53.07583333333333,0,0,488.53268079077714,1,32,18,0.33702223808898246,79,803.16
2023-03-20,12,3,1,2023,S2,P2,Partner,803.16,27,15,53.544,0,0,889.4148057086516,0,14,10,0.360399877568527,94,832.14
2023-03-21,12,3,1,2023,S2,P3,Online,832.14,26,8,104.0175,0,0,760.2785563280037,0,45,26,0.14948020805581932,65,883.9
2023-03-21,12,3,1,2023,S5,P5,Partner,883.9,23,18,49.105555555555554,0,0,827.3903028852129,0,47,26,0.12758937019525407,69,742.84
2023-03-21,12,3,1,2023,S3,P7,In-store,742.84,22,11,67.53090909090909,1,0,131.44299525157788,0,19,14,0.13692891778998603,67,745.46
2023-03-21,12,3,1,2023,S1,P2,In-store,745.46,38,10,74.546,1,0,391.13262639376626,0,38,32,0.21286509334580694,77,814.97
2023-03-22,12,3,1,2023,S3,P6,Partner,814.97,55,9,90.55222222222223,0,0,684.3638170430975,0,18,9,0.3436488832035659,72,424.9
2023-03-22,12,3,1,2023,S2,P8,Partner,424.9,13,17,24.99411764705882,0,1,120.22237748810565,0,34,20,0.14180682222184726,92,790.8
